Velocidad media
1,509
1,509
1,509
1,509
1,509
1,509
1,509
1,509
1,509
1,509
1,509
1,509
1,509
1,508921
1,508491
1,508491
1,508491
1,54455
1,508797
1,509005
1,509005
1,509048
1,508531
1,508375
1,508674
1,493194
1,492514
1,50884
1,499439
1,499412
1,507927
1,507832
1,508125
1,508176
1,498734
1,508553
1,50861
1,508784
1,498602
1,509702
1,509924
1,508662
1,508065
1,483051
1,50885
1,509009
1,509175
1,508411
1,49406
1,455814
1,467949
1,484286
1,481539
1,505085
1,478572
1,505883
1,504445
1,464103
1,403334
1,504168
1,504546
1,433334
1,505557
1,505884
1,507144
1,508335
1,509093
1,350002
1,500004
1,500005
1,500005
1,50001
1,500021
1,500021
1,500021
1,500021
1,500021
