Rango Vision media
10,208
10,20576
10,20601
10,21525
10,15238
10,20588
10,20635
10,19923
10,17188
10,3875
10,2819
10,27907
10,27374
10,24615
10,31172
10,31707
10,30788
10,32639
10,32783
10,3253
10,35154
10,34434
10,34135
10,34653
10,35135
10,32494
10,36148
10,35054
10,34711
10,35294
10,42898
10,42515
10,41716
10,42901
10,42949
10,42809
10,43056
10,44364
10,40672
10,38735
10,44491
10,44344
10,46154
10,365
10,47895
10,41622
10,47977
10,5
10,83766
10,44805
10,4726
10,48551
10,49265
10,44094
10,52846
10,54237
10,56757
10,49524
10,52632
10,65934
10,62366
10,64773
10,68675
10,72152
10,74026
10,73973
10,77143
10,79105
10,85484
10,87931
10,89474
10,89474
10,92647
10,93939
10,95385
10,95313
11,01667
11,07018
11,07018
11,07018
11,08929
11,03226
11,04918
11,06667
11,08475
11,20313
11,20313
11,24194
11,2459
11,16923
11,1875
11,32353
11,32836
11,32836
11,34848
11,34848
11,34848
11,36923
11,39063
11,30986
11,16901
11,33333
11,33333
11,33333
11,33333
11,33333
11,33333
11,33333
11,33333
11,35294
11,35294
11,35294
11,35294
11,34328
11,34328
11,33333
11,33333
11,33333
11,45333
11,45333
11,51852
11,61364
11,61364
11,61364
11,61364
11,61364
11,5
11,5
11,51351
11,51351
11,51351
11,36
11,36
11,45652
11,45652
11,43357
11,36184
11,36184
11,36184
11,36184
11,32934
11,3253
11,64835
11,23711
11,23711
11,23711
11,14151
11,14151
11,20091
11,20091
11,20091
11,20091
11,20091
11,46018
11,2395
11,58468
11,41154
11,21181
11,2339
11,49153
11,20388
11,23392
11,25208
11,50959
11,51622
11,29396
11,26247
11,28354
11,43645
11,42237
11,41972
11,45415
11,39959
11,41429
11,56452
11,43083
11,43811
11,47953
11,44771
11,47059
11,45638
11,46337
11,30523
11,59762
11,44951
11,62282
11,50385
11,49847
11,53168
11,4954
11,47344
11,51569
11,47376
11,54383
11,49251
11,51114
11,64253
11,53892
11,62242
11,47697
11,4977
11,55124
12,1646
11,81667
11,67776
11,68349
11,69735
11,86901
11,92663
11,75198
11,68132
11,68661
11,925
11,92206
11,8082
11,84343
11,91065
11,90138
11,86851
11,86371
11,94148
11,95
11,94352
11,94509
11,94958
11,91201
11,90119
11,82404
12,00177
11,81193
12,13538
11,77128
11,94495
12,04847
11,93238
11,91087
11,85868
12,07948
12,25
12,03417
11,49553
11,66729
11,83591
12,18075
12,18075
11,81748
11,68317
11,56851
11,74732
12,0708
11,89087
11,83683
12,16425
12,03817
12,23529
12,24661
12,22096
12,38841
12,24845
12,17628
12,56849
12,69784
13,42481
12,61733
12,73134
12,6553
12,89558
13,13878
12,8
12,88889
13,46667
12,92411
13,54286
13,50971
14,02941
13,38863
13,39904
13,69154
14,24257
13,13551
13,6875
13,51942
13,3561
13,56716
13,73913
13,67924
13,69194
13,69194
13,69194
13,69194
13,51351
13,31148
13,45517
12,83283
12,83036
12,93429
13,0831
12,62834
12,63517
12,81395
12,85641
12,8855
12,62645
12,74236
12,46012
12,41296
12,50407
12,7668
12,37812
12,37812
12,4159
12,32617
12,28191
12,28748
12,33109
12,39088
12,16693
12,18868
12,36635
12,16796
12,17702
12,34331
12,22013
12,3664
12,25196
12,47114
12,21045
12,19657
12,37072
12,2538
12,49699
12,25693
12,32806
12,32948
12,36152
12,38439
12,39614
12,44828
12,71217
12,59593
12,83595
12,82385
12,70706
12,62567
12,65141
12,64363
12,74797
12,64181
12,77821
12,98454
12,9926
12,82871
12,8063
12,86038
12,91677
12,934
13,02699
13,11518
13,22917
13,16031
13,06513
13,21589
13,43725
13,60349
13,32124
13,33014
13,36287
13,48637
13,52924
13,5944
13,53324
13,65022
13,67105
13,72886
13,84047
13,65249
13,76888
13,71607
13,62561
13,85204
13,9669
13,75
14,25376
14,07211
13,92278
14,18016
14,14315
14,34461
14,36207
14,45676
14,34157
14,72727
14,82266
14,85195
15,0027
15,1875
15,23615
15,16374
15,26586
15,25148
15,62229
15,5
15,75415
15,77474
15,8617
16,06204
16,11832
16,68302
16,31321
16,30888
16,34866
16,42412
16,39464
16,50584
16,44706
16,72874
16,76327
16,76327
17,04082
16,45525
16,47244
16,43478
16,44061
16,25758
16,58427
16,18889
16,25373
17,05263
15,89399
15,84429
15,92708
15,92929
15,7351
15,55016
16,30293
15,39939
15,63914
15,43953
15,30791
15,2507
15,10714
14,77632
14,82759
14,91033
15,12568
15,67663
14,96641
14,92467
15,01809
15,22047
15,00248
14,69811
14,93981
14,76376
14,8623
14,83632
14,96239
14,38877
14,39919
14,45842
14,92585
14,55258
14,29868
14,3609
14,35055
14,31028
14,56522
14,28571
14,74109
14,59058
14,55357
14,32747
14,04288
14,15476
14,1058
14,33333
14,19145
14,27003
14,39685
14,34835
14,55172
14,79074
14,3056
14,41946
14,51248
14,29187
14,48167
14,39935
14,73211
14,42605
14,39206
14,34873
14,4588
14,8371
14,41768
14,46554
14,59304
14,90992
14,72156
14,78539
15,1209
14,69322
14,58027
14,9687
15,24704
14,71468
14,63428
14,86321
14,61677
14,87755
14,7098
14,79777
14,48699
15,0229
14,7558
14,81123
14,91882
14,63457
14,71801
14,77904
14,68552
14,75369
14,74095
15,05479
14,8228
14,77968
14,85506
14,8505
15,01885
14,82686
15,01256
14,98747
15,08631
15,19814
15,07488
15,169
15,22038
15,32933
15,25604
15,45036
15,40534
15,50123
15,24
15,74103
15,84955
15,69032
15,9634
15,82592
15,8013
15,7039
15,70091
15,73592
15,9234
16,01709
16,57833
16,2475
16,37482
16,47865
16,47094
16,4574
16,76994
16,89313
16,83156
17,23556
16,89153
16,78027
16,93245
16,91486
16,86178
16,91667
17,19327
17,16593
17,14099
17,45773
17,72006
17,48442
17,44414
17,38575
17,36939
17,38351
17,3351
17,37949
17,53243
17,59379
18,00545
17,87995
17,94707
17,88161
17,92461
18,70785
18,24079
18,29233
18,18182
18,20384
18,57295
18,34337
18,46154
18,53003
18,66212
18,7084
18,8287
18,96889
18,82683
18,90767
18,94145
18,73435
18,84946
18,94192
19,192
19,24877
19,21475
19,35632
19,52606
19,94918
19,4048
19,51629
19,34868
19,48317
19,48382
19,61111
19,67257
19,83755
19,92222
19,77298
19,70577
19,82027
19,6487
19,45238
19,42202
19,32537
19,49713
19,45914
19,60904
19,662
19,67146
19,81761
19,85526
20,2603
20,20087
20,14922
20,09251
19,98468
20,15236
20,23094
20,24891
20,40269
20,62156
20,79446
21,12698
20,65875
20,56044
20,69757
20,77363
20,80306
20,96018
21,06388
21
21,1509
21,25792
21,58756
22,31787
22,27232
21,37137
21,28631
21,17206
21,03718
21,00584
21,21894
21,11952
21,32317
21,61475
21,39919
21,66735
21,54508
22,04742
21,61782
21,53614
21,50612
21,78033
22,00212
21,93177
22,00424
22,34549
22,27033
22,51253
22,38274
22,67808
22,99758
23,12172
23,06083
23,27098
23,08852
22,91745
23,27873
23,56633
23,74103
23,52152
24,08158
23,92105
24,06452
24,21271
24,49716
24,5843
24,67456
25,07012
24,65192
24,96933
25,22327
25,50633
25,73701
25,83934
25,99331
26,09247
26,18966
26,55872
26,82051
26,69203
26,48944
27,53623
26,42403
27,26103
26,37979
26,13953
26,28378
26,46552
26,78723
26,63732
26,82857
27,92364
26,49324
26,62626
26,57912
26,79795
26,80612
26,97241
27,02448
27,25357
27,39273
27,80597
28
28,16216
28,49603
28,6988
28,78947
28,748
28,59375
28,84127
29,03239
29,39442
28,65234
28,94821
28,40304
29,42248
28,49813
28,6566
28,72519
29,3166
28,94615
29,09766
29,21177
29,55512
29,40636
28,38435
27,73667
28
28,15593
28,37931
28,01974
28,66221
27,66246
27,60802
27,72187
27,3769
27,57362
27,66667
27,96154
27,92038
27,77044
27,72698
28,30769
27,46933
27,71827
27,09509
26,91385
27,6646
27,06383
27,12539
27,35691
27,26498
27,03871
27,60984
27,72131
27,57426
27,59804
27,77258
27,65359
27,80602
27,79798
28,11037
27,66556
28,0068
28,21034
28,5
28,71273
29,0146
29,29963
29,55343
28,8069
28,65656
29,03833
28,8931
28,96831
29,54348
29,75277
29,74444
31,05639
29,48227
29,56071
29,38947
29,31034
29,51568
29,56491
29,61702
30,18085
30,01351
30,01683
30,21667
29,44918
29,73667
29,92977
29,97315
30,86102
29,40717
29,29193
29,25153
29,08408
29,40798
29,54517
29,57895
29,86478
30,34603
29,93769
29,54599
29,33923
29,40763
30,37026
29,09722
28,72849
29,03533
29
28,74935
28,47222
28,69054
28,69072
29,03275
28,91388
28,25412
28,09456
28,21462
28,04918
28,05714
28,20723
28,71216
28,3652
28,82294
28,67418
28,7038
28,48628
29,33504
28,39416
28,58025
28,7175
28,28708
28,55502
27,9274
28,19613
28,53827
28,875
28,96837
28,42217
28,00229
28,36591
27,7618
27,97517
27,80631
27,93379
28,20721
28,1754
28,86848
28,84649
28,07742
28,01486
28,12165
28,09148
28,00204
27,98167
28,13061
27,98773
28,25773
28,4538
28,13211
28,31224
28,15244
28,54508
28,31677
28,50529
29,45259
28,16973
28,20935
28,21687
28,79719
27,97018
27,90854
28,34244
28,73391
27,7971
28,29114
28,40173
28,62039
28,48394
29,06992
28,11111
27,9254
27,82031
27,40571
27,42045
27,44023
28,11864
27,32169
27,5963
27,31892
27,17391
27,28901
27,20959
27,31103
27,78782
28,33455
27,52962
28,0365
27,59855
28,20518
27,87593
27,86194
28,09867
28,21984
28,5377
28,80982
28,86583
30,17904
29,3397
29,61229
30,71336
30,31224
29,90812
30,25439
30,53588
30,88128
30,88506
31,02804
31,66114
31,27166
31,28868
31,487
31,60386
31,8
32,36908
32,0172
32,37722
32,8601
33,08616
32,65879
32,88372
33,00525
32,74936
31,84108
31,79665
31,52019
32,83251
32,03133
32,21569
31,82506
32,01199
31,97337
32,26184
32,53606
32,29837
31,69495
31,47098
31,63039
31,95316
32,12589
32,23923
32,6235
32,3759
32,27924
32,39423
32,50602
32,7469
33,02532
33,13418
33,46597
33,30909
33,43583
34,10656
34,09409
34,23098
34,38933
33,89948
33,85309
33,76559
33,97543
34,97243
33,53398
33,85086
34,06039
33,9708
33,88525
33,94799
34,64748
34,05769
35,1599
33,80549
34,60277
33,73363
34
33,88764
33,82805
33,89415
34,13014
34,12184
34,0023
34,67447
33,87946
33,85261
33,43527
33,3208
33,26185
34,5047
34,12791
33,79908
34,08727
33,68409
33,52928
33,63864
33,87097
33,95205
34,69697
34,28375
33,77117
33,86621
33,76524
33,71101
34,27171
33,88596
33,33693
33,66738
33,96936
34,63902
33,92657
34,12254
34,21826
34,43641
35,30853
34,36111
34,17373
34,48796
34,71333
34,89066
35,29508
35,26588
36,04009
35,29812
35,98565
35,19355
34,96544
35,33894
35,46905
35,974
34,77676
34,82069
34,71861
34,97647
35,27818
35,07547
35,00233
34,86207
34,50575
34,77103
35,25233
34,74246
34,87441
36,17233
34,98109
35,77913
35,62774
35,47317
35,22542
35,21412
35,16432
34,63492
34,93349
34,8545
35,89352
35,38568
35,01991
35,36645
34,85714
35,29824
34,3944
34,60044
35,08297
34,38462
34,31183
34,78448
34,69956
35,03803
35,4094
35,26058
34,87389
34,7033
34,71367
35,11864
33,97143
34,86157
34,5186
34,17221
34,65217
35,19223
34,50766
34,88158
34,59449
34,02473
33,93036
34,35536
33,8554
34,33622
33,99139
34,29094
34,43403
34,35872
34,32776
34,26412
34,62563
33,91319
34,1521
34,10311
34,30399
34,6748
34,14193
35,15693
34,22475
34,2811
34,97436
34,48428
34,54226
34,69872
33,85692
34,70382
34,40252
34,67767
34,3375
35,21406
34,23349
34,45564
34,65198
33,51226
32,97305
33,90725
34,01427
33,95732
33,56882
34,03056
33,4585
33,49864
32,65086
32,90413
32,7141
33,20915
32,95501
32,84
32,67456
32,68568
33,03934
33,25798
32,65075
32,4703
32,69288
32,73459
32,73116
32,82868
32,69308
33,3268
33,15837
33,46999
32,96705
33,05357
33,21025
33,27676
33,44961
33,63811
33,35195
33,24286
33,52467
33,65613
33,82175
33,72237
34,74565
33,87943
33,62899
33,8718
34,21685
34,30886
34,95609
34,13483
34,43857
35,09753
34,90272
35,06232
34,78665
34,82107
34,40955
35,28763
35,12787
34,40197
34,1975
35,21893
34,87828
34,23182
34,48552
34,87115
35,06525
35,04694
35,15515
35,88194
34,91099
35,71287
35,27615
35,3685
35,12623
35,17163
35,3815
35,73593
36,21307
35,53073
35,51541
36,51363
36,351
35,88473
35,69027
36,69019
36,91945
36,57744
36,13909
36,39497
36,66617
36,42393
36,94941
36,51395
36,50787
36,53067
36,53736
36,70732
36,55028
36,06897
36,1493
37,79395
35,91339
35,86721
36,42329
36,07221
35,69861
35,97461
36,76574
36,20532
36,8281
37,40361
36,79226
36,31721
36,72779
37,0951
36,65747
37,1876
38,16229
37,53139
38,3662
38,12817
39,36177
38,79439
38,10031
37,65644
38,52615
38,82962
38,57437
38,99377
38,88162
39,03744
39,29147
38,69519
39,74737
39,53037
38,66521
39,3069
38,60781
39,10315
39,29125
38,91206
39,06036
38,58051
38,26757
38,71706
39,13399
39,24685
39,18812
40,47564
39,26111
39,59348
39,49505
39,88412
40,01421
39,3234
39,66714
39,35562
39,96875
40,44413
39,13706
39,74395
40,11367
39,68595
39,99321
39,94688
39,25726
38,40892
39,39869
39,36026
40,21682
39,55811
38,64417
38,42978
38,28519
38,71769
38,6396
39,06736
39,23913
39,049
38,92677
38,81337
38,41993
39,15276
38,98836
39,1599
39,32318
39,2777
39,30081
38,9241
39,04448
37,92838
39,33566
38,73706
40,38755
38,63514
38,70995
38,60669
39,94201
39,23366
40,00836
39,76616
40,50541
39,40321
39,8765
39,51203
40,70862
40,06622
40,09973
40,43031
40,38347
40,64586
40,61119
40,13838
40,79346
40,47028
40,23273
40,20871
41,05943
40,79253
40,75964
41,12183
40,56446
40,81
40,39379
40,65255
40,69468
40,77559
40,68505
40,72372
40,47206
40,49526
40,74136
40,50058
40,64361
40,43401
40,25532
40,03521
40,98809
40,8624
39,78819
40,10538
40,21251
39,98814
39,78434
41,03554
39,4529
40,18573
40,10404
40,06404
40,0321
39,96923
40,59396
39,83721
40,0475
40,29271
40,21988
40,20741
40,44005
39,86951
40,07037
40,07824
39,69341
40,33739
40,00362
40,07776
39,89596
41,00249
40,07721
40,26951
40,67961
40,36131
40,55064
39,46101
39,93195
39,94111
39,81227
40,68603
40,95604
40,50181
40,35741
40,21585
40,74447
40,63715
41,24602
40,43168
40,89926
40,99266
40,54957
40,96487
41,78426
41,47029
41,47215
42,11012
41,83023
41,96389
42,18634
41,59052
41,27599
41,83372
41,3848
42,40307
41,70917
42,00224
41,98883
41,43315
41,73224
42,16228
41,90155
41,98096
42,30341
42,47807
42,48819
42,35301
42,80109
43,5282
42,00937
42,75458
44,0759
43,22888
44,0391
44,24335
43,75465
44,29086
43,77336
44,2333
44,47744
44,96419
45,12568
45,12556
44,62672
45,19339
44,37148
45,15132
44,82488
45,30986
45,1232
46,98293
45,64518
46,27694
46,23887
45,34955
45,51713
46,91602
47,24102
47,26175
47,23228
47,99401
46,9959
48,82635
48,89008
49,42554
49,234
49,90836
50,83497
50,49368
50,17574
50,49441
50,42309
50,68582
52,09707
52,89997
51,87969
53,17123
52,30906
53,77789
53,51447
53,86202
54,61412
55,16471
55,13306
55,00934
54,80033
56,22525
55,57985
56,25108
56,36345
56,06057
56,25854
56,03405
56,25747
56,84415
